Name_FG,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,key_FG,key_MLB,Name_SC,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,f_strike_percent
Gary Sanchez,MIL,88,280,245,54,35,7,1,11,30,37,27,0,76,5,3,0,9,0,0,0.220408163,0.096428571,0.271428571,0.355263157,0.307142857,0.391836734,0.698979591,0.171428571,0.267080745,32.056836528891665,-0.6970235275086355,0.3070861337440354,95.98447169465314,0.971830985,0.186046511,0.40116279,0.412790697,0.084507042,0.154929577,0.086956521,0.0,0.47674419,0.40697674,0.11627907,0.15116279,0.51744186,0.33139535,11442.0,596142.0,"Sánchez, Gary",2024.0,55.1,20.9,26.9,48.8,51.2,78.0,160.0,51.3,594.0,68.5,6.3,154.0,602.0,321.0,1158.0,79.1,65.0,311.0,48.7,564.0,45.7,529.0,30.4,40.7,58.6
Mark Canha,2 Tms,124,462,393,95,68,20,0,7,46,42,51,2,96,13,5,0,10,7,0,0.241730279,0.11038961,0.207792207,0.53125,0.344155844,0.346055979,0.690211823,0.1043257,0.298305084,53.91054482376125,-0.1333242692992413,0.309831370478091,102.34740039034824,1.460784313,0.168874172,0.493377483,0.337748344,0.117647058,0.06862745,0.127516778,0.0,0.47682119,0.31788079,0.20529801,0.13576159,0.59271523,0.27152318,11445.0,592192.0,"Canha, Mark",2024.0,59.4,17.0,23.6,33.8,66.2,77.0,228.0,49.7,968.0,68.8,7.9,178.0,1120.0,510.0,1946.0,82.8,99.0,581.0,50.3,978.0,43.7,850.0,21.8,41.6,61.5
Christian Yelich,MIL,73,315,270,85,59,12,3,11,44,42,40,3,58,2,1,1,3,21,1,0.314814814,0.126984126,0.184126984,0.689655172,0.405750798,0.503703703,0.909454501,0.188888889,0.366336633,57.43517709327946,20.587084529829124,0.3913804915643507,152.72035256134947,2.053571428,0.189573459,0.545023696,0.265402843,0.017857142,0.196428571,0.060869565,0.666666666,0.40654206,0.3364486,0.25700935,0.1635514,0.47663551,0.35981308,11477.0,592885.0,"Yelich, Christian",2024.0,69.9,15.1,24.9,42.6,57.4,72.0,169.0,53.6,680.0,80.7,6.5,175.0,737.0,298.0,1268.0,84.7,62.0,411.0,46.4,588.0,42.3,536.0,23.1,45.7,54.5
Michael A. Taylor,PIT,95,300,269,52,37,9,1,5,35,21,23,0,105,0,4,4,3,12,1,0.19330855,0.076666666,0.35,0.219047619,0.253378378,0.289962825,0.543341203,0.096654275,0.288343558,18.60597626018959,-16.48744522881073,0.2418962217666007,49.89253717057174,1.13559322,0.222222222,0.413580246,0.36419753,0.084745762,0.084745762,0.089552238,0.2,0.45930233,0.38953488,0.15116279,0.10465116,0.54069767,0.35465116,11489.0,572191.0,"Taylor, Michael A.",2024.0,68.0,27.1,30.4,66.5,32.4,121.0,182.0,49.8,599.0,76.1,7.3,160.0,627.0,353.0,1202.0,71.7,111.0,410.0,50.2,603.0,45.5,547.0,39.2,49.3,66.3
Manny Machado,SDP,152,643,593,163,104,30,0,29,77,105,45,6,124,1,4,0,25,11,2,0.274873524,0.069984447,0.192846034,0.362903225,0.32503888,0.472175379,0.797214259,0.197301855,0.301801801,90.4763818999542,15.259481841863511,0.3396645368923385,121.96089094724196,1.15,0.180084745,0.438559322,0.381355932,0.133333333,0.161111111,0.04347826,0.0,0.37420719,0.40591966,0.21987315,0.13319239,0.49471459,0.37209302,11493.0,592518.0,"Machado, Manny",2024.0,72.4,16.2,29.7,45.3,54.7,156.0,344.0,48.6,1160.0,80.4,6.8,241.0,1455.0,524.0,2387.0,83.8,144.0,888.0,51.4,1227.0,44.2,1054.0,24.4,51.6,63.3
Bryce Harper,PHI,145,631,550,157,85,42,0,30,85,87,76,11,138,2,2,1,18,7,4,0.285454545,0.12044374,0.218700475,0.550724637,0.373015873,0.525454545,0.898470418,0.24,0.330729166,109.38315203397026,35.56998883543959,0.380217063407713,144.98917770401317,0.951219512,0.22705314,0.376811594,0.396135265,0.042682926,0.182926829,0.07051282,0.0,0.34457831,0.33493976,0.32048193,0.12289157,0.48192771,0.39518072,11579.0,547180.0,"Harper, Bryce",2024.0,78.2,14.9,33.4,47.6,52.4,223.0,468.0,56.7,1400.0,86.3,6.2,367.0,1292.0,649.0,2469.0,84.9,125.0,837.0,43.3,1071.0,39.6,979.0,26.7,52.9,62.6
Willson Contreras,STL,84,358,301,79,47,17,0,15,48,36,45,2,96,12,0,0,7,4,1,0.262458471,0.125698324,0.268156424,0.46875,0.379888268,0.468438538,0.848326806,0.205980067,0.336842105,59.16763315223079,17.289483508690417,0.3701828075258919,140.29278734957884,1.118421052,0.214634146,0.414634146,0.370731707,0.157894736,0.197368421,0.023529411,0.0,0.37560976,0.35609756,0.26829268,0.16585366,0.44878049,0.38536585,11609.0,575929.0,"Contreras, Willson",2024.0,71.2,22.2,29.9,63.6,36.4,136.0,214.0,51.8,716.0,78.7,7.8,165.0,762.0,355.0,1382.0,77.8,105.0,474.0,48.2,666.0,41.7,576.0,35.0,49.8,61.0
Brandon Drury,LAA,96,360,325,55,44,7,0,4,28,15,27,0,81,5,3,0,13,1,0,0.169230769,0.075,0.225,0.333333333,0.241666666,0.227692307,0.469358973,0.058461538,0.209876543,15.002690696012603,-27.10941509078778,0.2166175782680511,34.39195647206862,2.073529411,0.153846153,0.570850202,0.275303643,0.147058823,0.058823529,0.063829787,0.0,0.36842105,0.43319838,0.19838057,0.22267206,0.51012146,0.26720648,11615.0,592273.0,"Drury, Brandon",2024.0,66.2,18.3,26.5,40.1,59.9,73.0,182.0,49.2,687.0,79.0,7.5,118.0,829.0,352.0,1397.0,81.7,86.0,470.0,50.8,710.0,43.5,608.0,24.4,46.7,65.0
Elias Diaz,2 Tms,92,351,325,86,60,20,0,6,27,39,20,2,69,4,2,0,15,0,0,0.264615384,0.056980056,0.196581196,0.289855072,0.313390313,0.381538461,0.694928774,0.116923077,0.317460317,38.890198276263085,-2.1691048658672827,0.3025053097388805,81.31288428230079,1.74025974,0.182170542,0.519379844,0.298449612,0.129870129,0.077922077,0.044776119,0.0,0.41085271,0.36821705,0.22093023,0.17054264,0.55426357,0.2751938,11680.0,553869.0,"Díaz, Elias",2024.0,76.1,18.4,33.2,47.8,52.2,109.0,228.0,51.9,687.0,80.4,8.1,161.0,717.0,330.0,1323.0,81.6,89.0,484.0,48.1,636.0,42.6,564.0,27.8,53.8,65.6
Nick Castellanos,PHI,162,659,606,154,97,30,4,23,80,86,41,2,139,10,2,0,14,6,2,0.254125412,0.062215477,0.210925644,0.294964028,0.311077389,0.430693069,0.741770458,0.176567657,0.293721973,82.69967208424984,5.6111228800791375,0.32075803446806,104.96917554016036,0.967032967,0.236673773,0.375266524,0.388059701,0.043956043,0.126373626,0.045454545,0.0,0.38592751,0.37100213,0.24307036,0.12793177,0.54157783,0.33049041,11737.0,592206.0,"Castellanos, Nick",2024.0,79.0,19.4,37.8,51.9,48.1,234.0,451.0,50.9,1194.0,86.5,6.6,268.0,1107.0,749.0,2344.0,80.6,176.0,909.0,49.1,1150.0,42.7,1002.0,30.1,58.0,69.9
J.T. Realmuto,PHI,99,413,380,101,68,18,1,14,50,47,27,1,102,5,1,0,7,2,2,0.265789473,0.065375302,0.246973365,0.264705882,0.322033898,0.428947368,0.750981266,0.163157895,0.328301886,53.592872251922415,5.2809286687319785,0.3260659733154241,108.54178222320432,1.344086021,0.218637992,0.448028673,0.333333333,0.096774193,0.150537634,0.12,0.0,0.40501792,0.36917563,0.22580645,0.15053763,0.49103943,0.35842294,11739.0,592663.0,"Realmuto, J.T.",2024.0,69.4,17.6,30.2,47.2,52.8,109.0,231.0,48.3,765.0,78.2,7.8,181.0,893.0,392.0,1583.0,82.4,100.0,568.0,51.7,819.0,42.3,670.0,26.2,50.5,61.9
Joc Pederson,ARI,132,449,367,101,60,17,1,23,62,64,55,2,105,18,3,1,5,7,4,0.275204359,0.122494432,0.233853006,0.523809523,0.392776523,0.514986376,0.907762899,0.239782017,0.322314049,81.74317906393532,29.22002490206483,0.3910353168878966,151.22539204110254,0.971698113,0.205323193,0.39163498,0.403041825,0.141509433,0.216981132,0.077669902,0.333333333,0.5,0.35714286,0.14285714,0.13533835,0.4887218,0.37593985,11899.0,592626.0,"Pederson, Joc",2024.0,60.7,17.9,29.5,37.6,62.4,108.0,287.0,53.7,973.0,62.6,5.5,351.0,951.0,401.0,1810.0,81.1,91.0,509.0,46.3,838.0,43.4,786.0,25.0,44.0,52.0
Nick Martini,CIN,47,163,146,31,20,4,2,5,23,24,9,0,38,4,3,0,1,1,3,0.212328767,0.055214723,0.233128834,0.236842105,0.271604938,0.369863013,0.641467951,0.157534246,0.245283018,14.948481306654024,-4.11894436903615,0.2787828073825365,70.83198968935463,0.978260869,0.18018018,0.405405405,0.414414414,0.130434782,0.108695652,0.088888888,0.0,0.46846847,0.2972973,0.23423423,0.20720721,0.56756757,0.22522523,12005.0,605361.0,"Martini, Nick",2024.0,68.0,18.1,29.7,41.6,58.4,37.0,89.0,48.0,300.0,69.1,8.8,71.0,423.0,93.0,625.0,81.9,40.0,221.0,52.0,325.0,43.2,270.0,24.8,49.6,66.3
Jon Berti,NYY,24,74,66,18,17,0,0,1,10,6,6,0,14,1,0,1,2,5,1,0.272727272,0.081081081,0.189189189,0.428571428,0.342465753,0.318181818,0.660647571,0.045454546,0.333333333,8.044951158790832,-0.6114261418292462,0.2999132806307649,94.74949441968909,1.235294117,0.269230769,0.403846153,0.326923076,0.0,0.058823529,0.142857142,0.0,0.22641509,0.35849057,0.41509434,0.22641509,0.52830189,0.24528302,12037.0,542932.0,"Berti, Jon",2024.0,60.9,15.2,17.5,28.6,71.4,6.0,21.0,44.3,120.0,87.5,8.9,25.0,186.0,50.0,271.0,84.8,14.0,92.0,55.7,151.0,43.9,119.0,17.7,41.7,64.9
Max Kepler,MIN,104,399,368,93,63,21,1,8,43,42,22,0,80,5,3,0,3,1,0,0.252717391,0.055137844,0.200501253,0.275,0.301507537,0.380434782,0.681942319,0.127717391,0.300353356,42.79194470733056,-3.882305873039867,0.2980898906238115,94.1491259960384,0.803149606,0.210344827,0.351724137,0.437931034,0.070866141,0.062992125,0.147058823,0.0,0.42611684,0.30927835,0.26460481,0.14089347,0.56013746,0.29896907,12144.0,596146.0,"Kepler, Max",2024.0,74.3,15.2,30.5,46.5,53.5,107.0,230.0,50.3,754.0,86.9,7.1,238.0,820.0,355.0,1498.0,84.6,84.0,553.0,49.7,744.0,44.8,671.0,24.4,52.3,63.2
Nick Ahmed,3 Tms,68,228,210,48,39,6,1,2,20,17,11,0,51,1,3,3,6,2,1,0.228571428,0.048245614,0.22368421,0.215686274,0.266666666,0.295238095,0.561904761,0.066666667,0.2875,15.365857236130068,-11.305143095510177,0.2484584652052985,58.93527324868085,1.13114754,0.171974522,0.439490445,0.388535031,0.114754098,0.032786885,0.086956521,0.375,0.4,0.42424242,0.17575758,0.17575758,0.63030303,0.19393939,12147.0,605113.0,"Ahmed, Nick",2024.0,69.6,21.7,36.1,36.0,64.0,49.0,136.0,44.5,377.0,75.6,10.2,76.0,491.0,214.0,851.0,76.5,71.0,327.0,55.5,470.0,43.2,366.0,26.0,54.8,71.9
Eddie Rosario,2 Tms,91,319,297,52,30,12,0,10,33,35,16,0,77,0,4,2,4,9,1,0.175084175,0.050156739,0.24137931,0.207792207,0.214511041,0.316498316,0.531009357,0.141414141,0.196261682,16.80841160895574,-20.5075932410146,0.2303686988090491,44.631762656159424,0.967032967,0.197309417,0.394618834,0.408071748,0.076923076,0.109890109,0.0,0.0,0.45132743,0.28761062,0.26106195,0.11061947,0.5619469,0.32743363,12155.0,592696.0,"Rosario, Eddie",2024.0,71.9,20.0,35.0,42.1,56.5,90.0,214.0,51.5,612.0,81.3,8.1,220.0,573.0,305.0,1187.0,78.5,83.0,414.0,48.5,576.0,41.9,498.0,27.5,52.9,58.6
Austin Barnes,LAD,51,156,140,37,33,3,0,1,12,11,14,0,36,0,0,2,3,3,0,0.264285714,0.089743589,0.23076923,0.388888888,0.331168831,0.307142857,0.638311688,0.042857143,0.349514563,15.631145556790418,-2.617433617489749,0.2893326820491196,86.10568620202024,1.7,0.221153846,0.490384615,0.288461538,0.2,0.033333333,0.058823529,0.0,0.37735849,0.35849057,0.26415094,0.18867925,0.58490566,0.22641509,12158.0,605131.0,"Barnes, Austin",2024.0,69.8,15.7,19.6,53.8,44.2,28.0,52.0,44.7,265.0,85.2,9.1,41.0,379.0,114.0,593.0,83.4,36.0,229.0,55.3,328.0,41.3,245.0,22.8,47.4,61.5
Ben Gamel,2 Tms,35,99,81,20,15,4,0,1,22,4,18,1,24,0,0,0,0,1,0,0.24691358,0.181818181,0.242424242,0.75,0.383838383,0.333333333,0.717171716,0.086419753,0.339285714,12.89275898229672,1.3119298909266144,0.3266150878400218,114.53603737736135,1.263157894,0.232142857,0.428571428,0.339285714,0.052631578,0.052631578,0.083333333,1.0,0.42105263,0.35087719,0.22807018,0.1754386,0.54385965,0.28070175,12160.0,592325.0,"Gamel, Ben",2024.0,58.8,25.4,17.0,65.6,34.4,21.0,32.0,49.2,188.0,80.0,5.2,52.0,194.0,102.0,381.0,74.6,29.0,114.0,50.8,194.0,44.8,171.0,34.2,38.3,53.1
Xander Bogaerts,SDP,111,463,428,113,86,15,1,11,49,44,28,0,79,1,6,0,13,13,3,0.264018691,0.060475161,0.170626349,0.354430379,0.306695464,0.380841121,0.687536585,0.11682243,0.296511627,50.28334595048322,-3.877501214207269,0.2997738561928916,95.11172848396508,1.393442622,0.177464788,0.478873239,0.343661971,0.081967213,0.090163934,0.094117647,0.0,0.41408451,0.4,0.18591549,0.13802817,0.5915493,0.27042254,12161.0,593428.0,"Bogaerts, Xander",2024.0,59.8,11.4,25.8,37.3,62.7,79.0,212.0,46.0,823.0,70.1,8.8,189.0,987.0,490.0,1791.0,88.6,66.0,579.0,54.0,968.0,42.0,752.0,18.3,44.2,66.3
Miguel Sano,LAA,27,95,83,17,12,3,0,2,9,6,9,0,36,2,1,0,2,0,0,0.204819277,0.094736842,0.378947368,0.25,0.294736842,0.313253012,0.607989854,0.108433735,0.326086956,8.391393491398873,-2.721523313451229,0.2745857859912671,75.16797759192269,1.769230769,0.25,0.479166666,0.270833333,0.076923076,0.153846153,0.04347826,0.0,0.47916667,0.27083333,0.25,0.08333333,0.375,0.54166667,12164.0,593934.0,"Sanó, Miguel",2024.0,67.2,27.1,25.5,67.3,32.7,35.0,52.0,50.7,204.0,82.4,8.5,42.0,199.0,111.0,402.0,72.9,36.0,133.0,49.3,198.0,42.0,169.0,38.4,46.0,58.9
Kevin Pillar,2 Tms,97,314,284,65,40,16,1,8,38,45,16,0,69,10,3,1,10,12,3,0.228873239,0.050955414,0.219745222,0.231884057,0.290734824,0.376760563,0.667495387,0.147887324,0.271428571,32.26075451369647,-4.470359978123871,0.2925059909637744,87.8910025378837,0.77,0.188073394,0.353211009,0.458715596,0.12,0.08,0.077922077,0.0,0.47031963,0.3196347,0.21004566,0.21917808,0.47945205,0.30136986,12434.0,607680.0,"Pillar, Kevin",2024.0,67.8,14.4,37.9,41.5,58.5,98.0,236.0,51.6,622.0,81.8,7.3,154.0,635.0,327.0,1206.0,85.4,57.0,396.0,48.4,584.0,41.6,502.0,24.5,52.4,61.5
Curt Casali,SFG,38,125,108,21,17,3,0,1,12,8,13,0,22,2,0,2,3,0,0,0.194444444,0.104,0.176,0.59090909,0.292682926,0.25,0.542682926,0.055555556,0.235294117,8.936779860119783,-5.685479093630351,0.2536676017249503,62.369261655673824,0.864864864,0.188235294,0.376470588,0.435294117,0.162162162,0.027027027,0.0625,0.0,0.44318182,0.35227273,0.20454545,0.21590909,0.60227273,0.18181818,12510.0,592200.0,"Casali, Curt",2024.0,65.3,15.2,18.7,35.7,59.5,15.0,42.0,47.3,225.0,77.8,7.6,44.0,260.0,127.0,476.0,84.8,25.0,164.0,52.7,251.0,45.4,216.0,19.4,43.3,67.2
Marcus Semien,TEX,159,718,650,154,102,27,2,23,101,74,64,2,105,3,1,0,9,8,3,0.236923076,0.08913649,0.146239554,0.609523809,0.307799442,0.39076923,0.698568672,0.153846154,0.250478011,81.5074980787842,-2.4827573515565704,0.3058828076337302,98.97228367035244,0.931034482,0.179487179,0.395604395,0.424908424,0.137931034,0.099137931,0.11574074,0.0,0.503663,0.29304029,0.2032967,0.16849817,0.50549451,0.32600733,12533.0,543760.0,"Semien, Marcus",2024.0,75.9,11.9,25.2,44.0,56.0,149.0,339.0,51.1,1343.0,92.1,8.2,305.0,1425.0,690.0,2626.0,88.1,116.0,974.0,48.9,1283.0,43.1,1132.0,20.2,50.0,60.4
Eugenio Suarez,ARI,157,640,571,146,86,28,2,30,90,101,49,0,176,9,11,0,10,2,1,0.255691768,0.0765625,0.275,0.27840909,0.31875,0.469352014,0.788102014,0.213660246,0.308510638,88.83375562520754,13.96778978200687,0.3372951490804553,115.05457542513632,0.751412429,0.236453201,0.327586206,0.435960591,0.101694915,0.169491525,0.037593984,0.0,0.51724138,0.25615764,0.22660099,0.14778325,0.48768473,0.36453202,12552.0,553993.0,"Suárez, Eugenio",2024.0,66.9,18.8,27.0,55.2,44.8,187.0,339.0,49.4,1255.0,78.5,7.9,246.0,1485.0,600.0,2542.0,81.2,162.0,861.0,50.6,1287.0,42.3,1074.0,29.1,47.2,65.2
Trevor Story,BOS,26,106,94,24,15,7,0,2,8,10,11,2,33,1,0,0,2,6,3,0.255319148,0.103773584,0.311320754,0.333333333,0.339622641,0.393617021,0.733239662,0.138297873,0.372881355,13.031133369630997,0.6314577768508829,0.3175805228260847,101.38774183691125,0.807692307,0.229508196,0.344262295,0.426229508,0.076923076,0.076923076,0.095238095,0.0,0.36065574,0.32786885,0.31147541,0.16393443,0.62295082,0.21311475,12564.0,596115.0,"Story, Trevor",2024.0,70.1,17.1,34.9,56.1,43.9,37.0,66.0,50.7,189.0,61.3,8.3,29.0,228.0,97.0,373.0,82.9,22.0,129.0,49.3,184.0,43.2,161.0,30.3,52.3,67.3
George Springer,TOR,145,614,545,120,79,19,3,19,74,56,60,0,115,6,2,0,16,16,1,0.220183486,0.097719869,0.187296416,0.52173913,0.303425774,0.370642201,0.674067975,0.150458715,0.244552058,65.96461653497713,-5.859919445843533,0.2983212936760745,94.98397643994454,1.542253521,0.164351851,0.506944444,0.328703703,0.105633802,0.133802816,0.05479452,0.0,0.39814815,0.37268519,0.22916667,0.1712963,0.52546296,0.30324074,12856.0,543807.0,"Springer III, George",2024.0,73.0,18.6,23.5,47.3,52.7,124.0,262.0,48.4,1113.0,87.5,6.6,235.0,1324.0,548.0,2304.0,81.4,161.0,866.0,51.6,1186.0,43.4,997.0,25.3,49.1,65.3
James McCann,BAL,64,233,214,50,33,9,0,8,27,31,13,0,56,2,4,0,3,1,0,0.233644859,0.055793991,0.240343347,0.232142857,0.278969957,0.387850467,0.666820424,0.154205608,0.272727272,23.15973147061332,-4.09615921917693,0.2883366561242951,89.23683615354075,0.953846153,0.20625,0.3875,0.40625,0.092307692,0.123076923,0.032258064,0.0,0.32919255,0.39130435,0.27950311,0.18012422,0.57142857,0.2484472,12859.0,543510.0,"McCann, James",2024.0,69.6,18.2,33.4,48.6,50.0,69.0,142.0,48.5,425.0,76.2,7.2,81.0,526.0,196.0,875.0,81.5,57.0,314.0,51.5,451.0,43.7,383.0,27.6,52.1,61.4
Anthony Rendon,LAA,56,238,206,45,35,10,0,0,21,14,23,0,35,5,4,0,4,6,1,0.218446601,0.096638655,0.147058823,0.657142857,0.306722689,0.266990291,0.57371298,0.04854369,0.257142857,19.01362549182181,-8.827155556118448,0.2640979117205163,67.79059265001705,1.056338028,0.165714285,0.428571428,0.405714285,0.14084507,0.0,0.146666666,0.0,0.34857143,0.36571429,0.28571429,0.18857143,0.51428571,0.29714286,12861.0,543685.0,"Rendon, Anthony",2024.0,59.4,8.6,17.4,28.2,71.8,22.0,78.0,45.9,448.0,66.3,9.1,76.0,573.0,235.0,977.0,91.4,27.0,314.0,54.1,529.0,43.3,423.0,12.5,40.1,69.3
Brandon Nimmo,NYM,151,663,571,128,77,25,3,23,88,90,77,1,158,12,3,0,7,15,0,0.224168126,0.116138763,0.238310708,0.487341772,0.32730015,0.399299474,0.726599624,0.175131348,0.267175572,83.07112107393141,5.514659583240708,0.3205134388723402,108.90772891355446,1.107594936,0.19951923,0.420673076,0.379807692,0.056962025,0.14556962,0.062857142,0.0,0.38221154,0.36778846,0.25,0.13221154,0.51201923,0.35576923,12927.0,607043.0,"Nimmo, Brandon",2024.0,65.6,15.2,24.1,45.2,54.8,150.0,332.0,50.1,1375.0,78.9,8.3,288.0,1697.0,636.0,2747.0,84.4,137.0,899.0,49.9,1371.0,42.9,1179.0,23.4,44.8,59.0
Austin Hedges,CLE,51,146,132,20,15,3,0,2,12,15,6,0,50,3,2,3,2,2,0,0.151515151,0.04109589,0.342465753,0.12,0.202797202,0.219696969,0.422494171,0.068181818,0.219512195,3.13211272843412,-13.946685729546036,0.1914935778904628,19.734486824238942,0.642857142,0.148148148,0.333333333,0.518518518,0.142857142,0.047619047,0.074074074,0.333333333,0.52873563,0.25287356,0.2183908,0.14942529,0.59770115,0.25287356,12976.0,595978.0,"Hedges, Austin",2024.0,76.0,23.6,29.0,61.6,35.6,45.0,73.0,46.0,252.0,82.2,8.2,42.0,324.0,148.0,547.0,74.7,53.0,225.0,54.0,296.0,44.7,245.0,32.9,54.5,63.0
Javier Baez,DET,79,289,272,50,32,12,0,6,25,37,12,1,69,2,3,0,10,8,1,0.183823529,0.041522491,0.238754325,0.173913043,0.221453287,0.294117647,0.515570934,0.110294118,0.22,13.821251383406704,-19.985411317663605,0.2242589756432506,42.72978199176055,1.333333333,0.184466019,0.466019417,0.349514563,0.125,0.083333333,0.020833333,0.0,0.44174757,0.36893204,0.18932039,0.19417476,0.53398058,0.27184466,12979.0,595879.0,"Báez, Javier",2024.0,64.9,17.7,43.2,44.0,55.6,111.0,252.0,57.3,584.0,62.1,6.5,104.0,474.0,297.0,1028.0,82.3,50.0,283.0,42.7,436.0,38.3,391.0,30.2,52.4,66.7
Teoscar Hernandez,LAD,154,652,589,160,93,32,2,33,84,99,53,3,188,8,1,0,7,12,3,0.271646859,0.081288343,0.288343558,0.281914893,0.339477726,0.500848896,0.840326622,0.229202037,0.344173441,102.33031413060182,26.06061142784112,0.359840165041847,133.5620552725716,1.272108843,0.169154228,0.465174129,0.365671641,0.054421768,0.224489795,0.101604278,0.0,0.36069652,0.36069652,0.27860697,0.13930348,0.49751244,0.36318408,13066.0,606192.0,"Hernández, Teoscar",2024.0,74.7,25.0,28.7,56.4,43.6,216.0,383.0,51.2,1336.0,81.1,7.9,246.0,1412.0,721.0,2608.0,75.0,238.0,951.0,48.8,1273.0,41.5,1084.0,34.0,51.2,64.7
Orlando Arcia,ATL,157,602,551,120,79,24,0,17,50,46,41,1,128,2,7,1,16,2,0,0.217785843,0.068106312,0.212624584,0.3203125,0.271214642,0.353901996,0.625116638,0.136116153,0.249394673,52.2538383383485,-18.166960782912145,0.2726847584048907,72.00918941931086,1.37012987,0.15116279,0.490697674,0.358139534,0.181818181,0.11038961,0.08056872,0.0,0.50348028,0.30858469,0.18793503,0.19489559,0.49187935,0.31322506,13185.0,606115.0,"Arcia, Orlando",2024.0,70.8,17.7,27.6,49.4,50.3,159.0,322.0,50.1,1168.0,74.1,7.3,212.0,1292.0,613.0,2332.0,82.3,146.0,824.0,49.9,1164.0,41.6,969.0,26.6,49.1,64.5
Max Muncy,LAD,73,293,237,55,23,17,0,15,47,48,45,3,77,5,6,0,1,1,0,0.23206751,0.153583617,0.262798634,0.584415584,0.358361774,0.493670886,0.85203266,0.261603376,0.264900662,46.42490128989284,12.15032630230252,0.3617018884625928,134.8151227487048,0.466666666,0.204819277,0.253012048,0.542168674,0.144444444,0.166666666,0.023809523,0.0,0.48192771,0.31927711,0.19879518,0.15662651,0.51204819,0.3313253,13301.0,571970.0,"Muncy, Max",2024.0,63.7,23.8,20.3,50.8,49.2,66.0,130.0,53.1,641.0,76.4,7.4,158.0,620.0,331.0,1208.0,76.2,86.0,361.0,46.9,567.0,40.7,492.0,31.0,40.6,59.3
Omar Narvaez,NYM,23,69,65,10,8,2,0,0,4,5,3,0,12,0,0,1,2,0,0,0.153846153,0.04347826,0.173913043,0.25,0.19117647,0.184615384,0.375791854,0.030769231,0.188679245,0.3437356243382649,-7.727751318131808,0.171028972548597,8.29443649315023,0.692307692,0.153846153,0.346153846,0.5,0.076923076,0.0,0.0,0.0,0.27777778,0.44444444,0.27777778,0.22222222,0.61111111,0.16666667,13338.0,553882.0,"Narváez, Omar",2024.0,70.9,12.4,28.1,29.4,70.6,10.0,34.0,45.0,121.0,90.9,8.2,37.0,152.0,68.0,269.0,86.7,13.0,105.0,55.0,148.0,46.1,124.0,16.5,51.7,62.3
Luke Maile,CIN,53,154,135,24,18,4,0,2,8,8,13,0,52,4,1,1,4,2,0,0.177777777,0.084415584,0.337662337,0.25,0.267973856,0.251851851,0.519825707,0.074074074,0.268292682,9.402933194276324,-8.61168983674384,0.2407010914453494,45.20038450864698,1.296296296,0.253012048,0.421686746,0.325301204,0.037037037,0.074074074,0.0,0.5,0.43529412,0.38823529,0.17647059,0.11764706,0.68235294,0.2,13355.0,571912.0,"Maile, Luke",2024.0,66.1,16.9,26.0,56.3,43.7,49.0,87.0,52.4,334.0,75.4,8.9,34.0,402.0,137.0,637.0,82.6,34.0,201.0,47.6,304.0,44.2,282.0,28.8,45.2,58.4
Christian Walker,ARI,129,552,479,120,68,26,0,26,72,84,55,4,133,10,8,0,12,2,2,0.25052192,0.099637681,0.240942028,0.413533834,0.335144927,0.467640918,0.802785845,0.217118998,0.286585365,79.35263953700093,14.780743997240332,0.3434478165241924,119.1957423564317,0.807228915,0.152542372,0.378531073,0.468926553,0.126506024,0.156626506,0.044776119,0.0,0.42090395,0.35310734,0.2259887,0.1440678,0.46892655,0.38700565,13419.0,572233.0,"Walker, Christian",2024.0,73.1,17.5,24.3,48.8,51.2,141.0,289.0,51.4,1189.0,78.0,7.9,272.0,1270.0,575.0,2315.0,82.5,144.0,823.0,48.6,1126.0,41.6,962.0,25.6,48.0,57.4
Jesse Winker,2 Tms,144,508,430,109,72,23,0,14,63,58,63,2,106,10,3,2,12,14,4,0.253488372,0.124015748,0.208661417,0.594339622,0.359683794,0.404651162,0.764334956,0.15116279,0.303514376,70.77096228716752,11.346101899126984,0.3378350832869136,118.2795985550676,1.351851851,0.216049382,0.450617283,0.333333333,0.12037037,0.129629629,0.020547945,0.2,0.35866261,0.3556231,0.28571429,0.2006079,0.4893617,0.3100304,13590.0,608385.0,"Winker, Jesse",2024.0,64.7,15.0,19.0,37.5,62.5,69.0,184.0,47.0,970.0,78.0,8.8,286.0,1224.0,467.0,2063.0,84.9,106.0,707.0,53.0,1093.0,43.7,902.0,19.6,43.2,61.9
