Name_FG,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,key_FG,key_MLB,Name_SC,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,f_strike_percent
Jonah Heim-L,TEX,126,374,351,75,56,10,0,9,9,45,18,0,70,4,1,0,10,0,0,0.213675213,0.048128342,0.187165775,0.257142857,0.259358288,0.319088319,0.578446607,0.105413106,0.241758241,27.366796655186977,-16.383002134433426,0.2557536953273304,63.71044235407075,1.043859649,0.170818505,0.423487544,0.40569395,0.122807017,0.078947368,0.025210084,1.0,0.43971631,0.32978723,0.23049645,0.14539007,0.55673759,0.29787234,16930.0,641680.0,"Heim, Jonah",2024.0,76.3,14.4,32.1,35.8,64.2,102.0,285.0,49.8,887.0,82.6,8.1,290.0,1061.0,385.0,1781.0,85.6,98.0,682.0,50.2,894.0,44.5,792.0,20.7,54.3,65.0
Jose Herrera-L,ARI,35,76,64,15,11,2,1,1,1,9,7,0,17,0,0,5,0,0,0,0.234375,0.092105263,0.22368421,0.411764705,0.309859154,0.34375,0.653609154,0.109375,0.304347826,7.725901985899106,-1.1644314579809756,0.2911428767190853,83.99093256538917,1.466666666,0.195652173,0.478260869,0.326086956,0.133333333,0.066666666,0.0,0.0,0.51923077,0.28846154,0.19230769,0.17307692,0.59615385,0.23076923,17040.0,645444.0,"Herrera, Jose",2024.0,61.2,16.4,19.9,50.0,50.0,24.0,48.0,48.1,241.0,67.4,9.2,65.0,300.0,114.0,501.0,83.0,26.0,159.0,51.9,260.0,40.3,202.0,24.2,41.3,58.8
Yoan Moncada-L,CHW,10,36,32,10,6,3,1,0,0,0,4,0,8,0,0,0,2,0,0,0.3125,0.111111111,0.222222222,0.5,0.388888888,0.46875,0.857638888,0.15625,0.416666666,6.008936888013805,1.7977263093337663,0.3722231553660499,145.10881823533123,3.25,0.291666666,0.541666666,0.166666666,0.25,0.0,0.076923076,0.0,0.41666667,0.29166667,0.29166667,0.08333333,0.58333333,0.33333333,17232.0,660162.0,"Moncada, Yoán",2024.0,65.3,10.6,24.2,63.6,31.8,14.0,22.0,47.4,91.0,84.6,6.8,30.0,105.0,53.0,192.0,87.9,7.0,66.0,52.6,101.0,39.6,76.0,23.9,45.8,60.0
Cole Tucker-L,LAA,14,35,30,8,3,4,1,0,0,3,4,0,9,0,1,0,0,0,0,0.266666666,0.114285714,0.257142857,0.444444444,0.342857142,0.466666666,0.809523808,0.2,0.363636363,5.022301544256111,0.9280690372060736,0.3431242176464625,123.37931008710775,1.833333333,0.227272727,0.5,0.272727272,0.0,0.0,0.0,0.0,0.40909091,0.40909091,0.18181818,0.0,0.72727273,0.27272727,17326.0,657061.0,"Tucker, Cole",2024.0,65.0,17.1,22.5,55.6,44.4,15.0,27.0,50.6,120.0,90.0,8.4,41.0,148.0,41.0,237.0,82.9,13.0,76.0,49.4,117.0,43.9,104.0,27.2,43.5,59.6
Willi Castro-L,MIN,144,471,404,101,66,23,4,8,8,48,42,0,108,20,4,1,6,0,0,0.25,0.089171974,0.229299363,0.388888888,0.34680851,0.386138613,0.732947123,0.136138613,0.31849315,61.036971391473045,5.940299653742543,0.3258489778701295,113.67543485189096,1.0,0.216216216,0.391891891,0.391891891,0.068965517,0.068965517,0.043103448,0.0,0.40863787,0.31229236,0.27906977,0.14285714,0.50830565,0.34883721,17338.0,650489.0,"Castro, Willi",2024.0,72.7,17.4,31.7,53.5,46.2,221.0,413.0,51.9,1302.0,77.0,8.1,462.0,1379.0,575.0,2509.0,82.2,153.0,877.0,48.1,1207.0,42.7,1072.0,29.0,51.4,65.0
Ian Happ-L,CHC,144,496,422,103,54,29,2,18,18,60,68,1,128,4,2,0,3,0,0,0.244075829,0.137096774,0.258064516,0.53125,0.35282258,0.450236966,0.803059546,0.206161137,0.305755395,73.81053610239853,15.789412573918002,0.3497306237317095,127.60480119660458,0.888888888,0.195945945,0.378378378,0.425675675,0.047619047,0.142857142,0.0625,0.0,0.40540541,0.34797297,0.24662162,0.14527027,0.4527027,0.40202703,17919.0,664023.0,"Happ, Ian",2024.0,67.8,21.4,23.2,47.3,52.7,147.0,311.0,49.2,1338.0,80.2,7.1,579.0,1514.0,478.0,2721.0,78.5,201.0,938.0,50.8,1384.0,45.0,1226.0,27.9,45.9,61.3
Leody Taveras-L,TEX,144,427,390,93,64,15,3,11,11,39,32,0,88,0,4,1,5,0,0,0.238461538,0.074941451,0.206088992,0.363636363,0.29342723,0.376923076,0.670350306,0.138461538,0.277966101,43.88088508643003,-6.068751499580428,0.29252067306232,89.57308533578077,0.96031746,0.190163934,0.396721311,0.413114754,0.095238095,0.087301587,0.024793388,0.0,0.3257329,0.36482085,0.30944625,0.17589577,0.52117264,0.3029316,18900.0,665750.0,"Taveras, Leody",2024.0,69.5,17.4,29.0,46.3,52.7,138.0,298.0,51.1,1026.0,79.9,7.2,416.0,1065.0,434.0,2008.0,81.8,119.0,682.0,48.9,982.0,43.6,876.0,26.2,48.8,62.6
Bryan Reynolds-L,PIT,148,489,434,121,79,21,3,18,18,59,44,2,109,9,2,0,4,0,0,0.278801843,0.08997955,0.222903885,0.403669724,0.35582822,0.465437788,0.821266008,0.186635945,0.333333333,75.00557001952112,17.8032929924506,0.3554136699230029,126.29756096376347,1.27027027,0.229357798,0.43119266,0.339449541,0.027027027,0.162162162,0.078014184,0.0,0.40672783,0.32110092,0.27217125,0.11620795,0.52905199,0.35474006,19326.0,668804.0,"Reynolds, Bryan",2024.0,74.0,18.7,30.2,52.0,48.0,220.0,423.0,53.8,1402.0,86.2,6.4,552.0,1330.0,592.0,2604.0,81.3,166.0,890.0,46.2,1202.0,43.6,1135.0,29.4,50.4,62.8
Tommy Edman-L,LAD,37,117,105,19,14,3,0,2,2,13,10,0,24,1,1,0,2,0,0,0.18095238,0.085470085,0.205128205,0.416666666,0.256410256,0.266666666,0.523076922,0.085714286,0.2125,6.866900505814442,-6.819533874895683,0.2377607674680204,51.39425263279139,1.428571428,0.170731707,0.487804878,0.341463414,0.071428571,0.071428571,0.0,0.0,0.36585366,0.3902439,0.24390244,0.15853659,0.52439024,0.31707317,19470.0,669242.0,"Edman, Tommy",2024.0,66.5,14.8,25.8,47.9,52.1,35.0,73.0,49.9,283.0,75.0,8.5,129.0,291.0,117.0,567.0,84.7,28.0,189.0,50.1,284.0,42.2,239.0,24.0,46.2,60.8
Keibert Ruiz-L,WSN,119,353,333,77,52,14,0,11,11,44,12,0,40,4,4,0,6,0,0,0.231231231,0.033994334,0.113314447,0.3,0.26345609,0.372372372,0.635828462,0.141141141,0.23076923,31.324302453984902,-9.968956831405473,0.275091392798059,75.18569986759003,0.583892617,0.205387205,0.292929292,0.501683501,0.134228187,0.073825503,0.011494252,0.0,0.51178451,0.36700337,0.12121212,0.18855219,0.56228956,0.24915825,19610.0,660688.0,"Ruiz, Keibert",2024.0,67.4,7.2,38.2,20.1,79.9,66.0,329.0,51.9,861.0,71.2,7.5,322.0,830.0,400.0,1659.0,92.8,39.0,538.0,48.1,798.0,43.0,714.0,12.1,52.3,64.7
Abraham Toro-L,OAK,84,281,260,59,42,12,0,5,5,23,18,0,52,3,0,0,3,0,0,0.226923076,0.064056939,0.18505338,0.346153846,0.284697508,0.33076923,0.615466738,0.103846154,0.266009852,24.611258651520107,-8.259579476510195,0.2736590322226392,80.25824005899456,1.1,0.192307692,0.423076923,0.384615384,0.1,0.0625,0.022727272,0.0,0.42788462,0.34615385,0.22596154,0.17788462,0.5625,0.25961538,19844.0,647351.0,"Toro, Abraham",2024.0,65.7,9.5,30.9,33.9,65.1,74.0,218.0,50.6,705.0,70.7,6.6,286.0,754.0,315.0,1394.0,89.8,43.0,453.0,49.4,689.0,42.3,590.0,17.4,48.1,57.3
Luis Rengifo-L,LAA,72,246,229,66,52,8,1,5,5,28,13,0,34,3,0,1,4,0,0,0.288209606,0.052845528,0.138211382,0.382352941,0.334693877,0.397379912,0.732073789,0.109170306,0.321052631,31.07812060671565,2.30151498573539,0.3218031221506547,108.38161610307762,2.229166666,0.205128205,0.548717948,0.246153846,0.104166666,0.104166666,0.046728971,0.0,0.36734694,0.39795918,0.23469388,0.15306122,0.55612245,0.29081633,19858.0,650859.0,"Rengifo, Luis",2024.0,80.0,13.9,35.6,38.8,61.2,80.0,206.0,53.4,579.0,87.2,7.2,210.0,558.0,259.0,1084.0,85.4,56.0,404.0,46.6,505.0,42.8,464.0,22.3,56.3,67.8
Blake Perkins-L,MIL,99,276,242,54,41,7,2,4,4,23,28,1,84,3,3,0,1,0,0,0.223140495,0.101449275,0.304347826,0.333333333,0.307971014,0.318181818,0.626152832,0.095041323,0.318471337,25.64382701115152,-6.642120758728777,0.2802786473794417,77.94119582132272,1.471698113,0.149350649,0.506493506,0.344155844,0.037735849,0.075471698,0.064102564,0.571428571,0.29813665,0.44099379,0.26086957,0.13664596,0.56521739,0.29813665,19921.0,663368.0,"Perkins, Blake",2024.0,60.2,20.8,24.5,42.5,54.2,90.0,212.0,49.9,866.0,75.9,8.1,220.0,1062.0,382.0,1734.0,76.9,109.0,523.0,50.1,869.0,42.9,745.0,27.1,42.4,64.9
Bryce Johnson-L,SDP,21,36,33,8,7,1,0,0,0,2,2,0,6,0,0,1,1,0,0,0.242424242,0.055555555,0.166666666,0.333333333,0.285714285,0.272727272,0.558441557,0.03030303,0.296296296,2.5127932327851257,-1.6984173458949128,0.2515623586518424,62.66208592633752,1.111111111,0.269230769,0.384615384,0.346153846,0.0,0.0,0.0,0.5,0.35714286,0.35714286,0.28571429,0.14285714,0.71428571,0.14285714,20002.0,669369.0,"Johnson, Bryce",2024.0,73.4,10.6,27.4,37.8,59.5,14.0,37.0,51.3,135.0,81.0,8.0,46.0,147.0,53.0,263.0,89.4,10.0,94.0,48.7,128.0,40.7,107.0,18.3,49.8,71.2
Dylan Carlson-L,2 Tms,64,149,136,28,24,2,0,2,2,16,10,0,48,2,1,0,2,0,0,0.205882352,0.067114093,0.322147651,0.208333333,0.268456375,0.264705882,0.533162257,0.05882353,0.298850574,9.287912256188385,-8.141820416681774,0.2422876694058411,56.9948569133766,1.275862068,0.24137931,0.425287356,0.333333333,0.137931034,0.068965517,0.054054054,1.0,0.41573034,0.34831461,0.23595506,0.16853933,0.61797753,0.21348315,20126.0,666185.0,"Carlson, Dylan",2024.0,70.5,26.0,24.8,45.9,53.3,62.0,135.0,49.0,544.0,79.8,8.0,198.0,643.0,235.0,1110.0,73.5,104.0,400.0,51.0,567.0,45.5,506.0,31.0,48.2,68.3
Ernie Clement-L,TOR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.132672777816165,-0.249650849446166,0.0,-100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20352.0,676391.0,"Clement, Ernie",2024.0,70.1,9.4,43.3,22.9,76.8,70.0,306.0,48.8,707.0,75.3,6.7,172.0,801.0,358.0,1449.0,90.0,49.0,520.0,51.2,742.0,45.2,655.0,14.4,57.0,70.6
Vidal Brujan-L,MIA,82,207,187,43,30,10,1,2,2,9,17,2,38,2,0,1,4,0,0,0.229946524,0.082125603,0.183574879,0.447368421,0.300970873,0.326203208,0.627174081,0.096256684,0.278911564,18.649270073040828,-5.565190754369393,0.2767757735416001,73.33361372356713,2.153846153,0.157534246,0.575342465,0.267123287,0.102564102,0.051282051,0.047619047,0.25,0.36,0.35333333,0.28666667,0.20666667,0.58666667,0.20666667,20536.0,660644.0,"Bruján, Vidal",2024.0,73.9,17.0,28.3,45.1,54.9,65.0,144.0,48.1,508.0,81.6,8.2,162.0,616.0,233.0,1055.0,82.5,69.0,405.0,51.9,548.0,42.5,449.0,24.4,52.0,65.8
Leo Rivas-L,SEA,23,54,45,12,10,1,1,0,0,4,6,0,13,1,0,2,0,0,0,0.266666666,0.111111111,0.24074074,0.461538461,0.365384615,0.333333333,0.698717948,0.066666667,0.375,6.640382829622885,0.3235669616028267,0.3176237998100427,113.59319707710648,1.25,0.4,0.333333333,0.266666666,0.0,0.0,0.1,0.0,0.52941176,0.35294118,0.11764706,0.14705882,0.58823529,0.26470588,21009.0,660844.0,"Rivas, Leo",2024.0,56.6,18.0,14.9,57.7,42.3,15.0,26.0,47.2,175.0,76.3,10.2,45.0,226.0,79.0,371.0,81.1,20.0,111.0,52.8,196.0,38.5,143.0,25.5,36.9,58.1
Cal Raleigh-L,SEA,150,456,392,92,56,15,0,21,21,70,58,3,134,3,3,0,2,0,0,0.234693877,0.127192982,0.293859649,0.43283582,0.335526315,0.433673469,0.769199784,0.198979592,0.295833333,62.080699754936745,8.738699091656256,0.333989162581909,125.10492745880045,0.693548387,0.195402298,0.329501915,0.475095785,0.129032258,0.169354838,0.058139534,0.0,0.49042146,0.27969349,0.22988506,0.14942529,0.44061303,0.40996169,21534.0,663728.0,"Raleigh, Cal",2024.0,74.0,23.0,32.7,47.1,52.9,204.0,433.0,52.6,1323.0,85.9,7.0,575.0,1229.0,585.0,2514.0,76.8,203.0,882.0,47.4,1192.0,43.9,1104.0,31.0,52.3,63.8
Rafael Marchan-L,PHI,13,32,29,9,5,3,0,1,1,4,2,0,5,1,0,0,0,0,0,0.310344827,0.0625,0.15625,0.4,0.375,0.517241379,0.892241379,0.206896552,0.347826086,5.670316711458859,1.927018419298824,0.3849986419081688,148.20750779361296,0.5,0.375,0.208333333,0.416666666,0.0,0.1,0.0,0.0,0.25,0.375,0.375,0.20833333,0.45833333,0.33333333,21646.0,665561.0,"Marchán, Rafael",2024.0,62.4,8.8,25.6,36.4,63.6,8.0,22.0,44.1,86.0,70.6,8.7,39.0,101.0,43.0,195.0,91.2,6.0,68.0,55.9,109.0,43.6,85.0,15.6,46.2,64.3
Oswaldo Cabrera-L,NYY,89,258,235,63,47,8,0,8,8,30,17,0,48,1,3,2,5,0,0,0.268085106,0.065891472,0.186046511,0.354166666,0.31640625,0.404255319,0.720661569,0.136170213,0.302197802,30.912353229323934,0.7320107487836579,0.313704201253131,104.45030961902842,1.179104477,0.223404255,0.420212765,0.356382978,0.149253731,0.119402985,0.050632911,0.25,0.39583333,0.36979167,0.234375,0.19270833,0.53645833,0.27083333,21707.0,665828.0,"Cabrera, Oswaldo",2024.0,68.1,10.0,29.6,37.1,61.9,73.0,197.0,52.6,666.0,70.3,7.2,238.0,653.0,312.0,1267.0,89.0,41.0,409.0,47.4,601.0,44.0,557.0,18.8,47.8,58.9
Xavier Edwards-L,MIA,66,209,185,63,49,10,3,1,1,20,21,1,35,0,3,0,0,0,0,0.34054054,0.100478468,0.167464114,0.6,0.401913875,0.443243243,0.845157118,0.102702703,0.407894736,34.01811239721239,9.569695426542165,0.3670684411548651,134.10676824195636,1.666666666,0.248322147,0.469798657,0.281879194,0.0,0.023809523,0.085714285,0.5,0.29411765,0.36601307,0.33986928,0.11111111,0.58823529,0.30065359,22266.0,669364.0,"Edwards, Xavier",2024.0,70.2,12.7,24.8,28.6,67.3,42.0,147.0,50.0,592.0,85.9,7.8,179.0,737.0,215.0,1185.0,86.5,53.0,416.0,50.0,593.0,42.7,506.0,16.9,47.5,60.6
Taylor Walls-L,TBR,68,196,165,30,24,3,2,1,1,12,28,0,43,0,3,0,3,0,0,0.181818181,0.142857142,0.219387755,0.65116279,0.295918367,0.242424242,0.538342609,0.060606061,0.233870967,13.796067867130134,-9.131634172350076,0.2522932795845732,65.3090756524043,0.771929824,0.18548387,0.354838709,0.459677419,0.122807017,0.017543859,0.068181818,0.0,0.384,0.376,0.24,0.168,0.536,0.296,22458.0,670764.0,"Walls, Taylor",2024.0,69.3,18.6,20.3,47.6,52.4,49.0,103.0,49.3,507.0,86.6,9.4,139.0,632.0,224.0,1028.0,80.3,67.0,361.0,50.7,521.0,42.3,435.0,25.0,45.1,59.9
Gustavo Campero-L,LAA,13,38,36,9,8,0,1,0,0,2,0,0,7,2,0,0,0,0,0,0.25,0.0,0.184210526,0.0,0.289473684,0.305555555,0.595029239,0.055555555,0.310344827,3.074629137547598,-1.3705375843924428,0.2653678341915733,68.68388205009039,2.285714285,0.206896551,0.551724137,0.24137931,0.285714285,0.0,0.0625,0.0,0.44827586,0.31034483,0.24137931,0.20689655,0.68965517,0.10344828,22707.0,672569.0,"Campero, Gustavo",2024.0,78.3,18.1,36.5,32.3,64.5,10.0,31.0,48.0,85.0,83.3,6.8,42.0,94.0,39.0,177.0,79.2,13.0,72.0,52.0,92.0,44.1,78.0,22.3,58.2,79.2
Steward Berroa-L,TOR,16,34,27,4,3,1,0,0,0,0,7,0,10,0,0,0,0,0,0,0.148148148,0.205882352,0.294117647,0.7,0.323529411,0.185185185,0.508714596,0.037037037,0.235294117,2.51032021139299,-1.4669342240270464,0.2565733334597419,65.61760866090012,1.166666666,0.1875,0.4375,0.375,0.333333333,0.0,0.142857142,0.0,0.52941176,0.23529412,0.23529412,0.35294118,0.47058824,0.17647059,22766.0,672642.0,"Berroa, Steward",2024.0,57.1,21.2,18.5,47.1,52.9,8.0,17.0,50.3,92.0,100.0,4.9,30.0,125.0,15.0,183.0,73.1,11.0,52.0,49.7,91.0,42.1,77.0,27.5,37.7,48.9
Geraldo Perdomo-L,ARI,95,268,230,58,36,18,1,3,3,24,27,0,44,3,5,3,5,0,0,0.252173913,0.100746268,0.164179104,0.613636363,0.332075471,0.378260869,0.71033634,0.126086956,0.292553191,31.862936606698067,0.5128134098577821,0.3125564642672269,98.4037448042545,0.71590909,0.192513368,0.336898395,0.470588235,0.136363636,0.034090909,0.095238095,0.428571428,0.41237113,0.31443299,0.27319588,0.19072165,0.54639175,0.2628866,22799.0,672695.0,"Perdomo, Geraldo",2024.0,58.9,7.8,19.3,27.5,71.1,39.0,142.0,46.5,735.0,75.0,8.1,173.0,949.0,348.0,1580.0,89.6,39.0,498.0,53.5,845.0,46.8,739.0,12.2,40.5,62.1
Wenceel Perez-L,DET,103,329,303,76,50,13,5,8,8,30,23,0,68,0,1,2,2,0,0,0.250825082,0.069908814,0.20668693,0.338235294,0.302752293,0.405940594,0.708692887,0.155115512,0.298245614,37.80655553869399,-0.6792300275763588,0.307613977780765,101.363392743254,0.797979797,0.239316239,0.337606837,0.423076923,0.131313131,0.08080808,0.063291139,0.25,0.45378151,0.35714286,0.18907563,0.17226891,0.54621849,0.28151261,22857.0,672761.0,"Pérez, Wenceel",2024.0,65.0,15.2,28.4,33.3,66.7,85.0,255.0,51.7,898.0,64.6,7.3,303.0,1013.0,356.0,1754.0,84.2,83.0,546.0,48.3,840.0,42.7,742.0,20.9,46.1,62.6
Brayan Rocchio-L,CLE,122,317,275,58,42,12,0,4,4,24,32,1,59,6,3,1,10,0,0,0.21090909,0.100946372,0.186119873,0.542372881,0.303797468,0.298181818,0.601979286,0.087272728,0.25116279,27.574167734937465,-9.507880971772874,0.2729138171862042,77.0071458817499,1.371428571,0.220657276,0.450704225,0.328638497,0.057142857,0.057142857,0.03125,0.714285714,0.39090909,0.36818182,0.24090909,0.19090909,0.58636364,0.22272727,23690.0,677587.0,"Rocchio, Brayan",2024.0,68.3,16.6,29.9,39.6,57.7,105.0,265.0,53.1,886.0,71.2,7.5,296.0,916.0,383.0,1669.0,80.6,89.0,535.0,46.9,783.0,43.9,733.0,24.3,47.9,63.7
Nick Sogard-L,BOS,21,67,61,17,14,3,0,0,0,6,5,0,20,0,1,0,3,0,0,0.278688524,0.074626865,0.298507462,0.25,0.328358208,0.327868852,0.65622706,0.049180328,0.404761904,6.848313305184202,-0.9892174940258696,0.2918349548951903,83.27778358694545,0.846153846,0.414634146,0.268292682,0.31707317,0.153846153,0.0,0.0,0.0,0.45238095,0.4047619,0.14285714,0.11904762,0.64285714,0.23809524,25483.0,686765.0,"Sogard, Nick",2024.0,68.5,17.2,27.6,46.8,53.2,22.0,47.0,48.9,170.0,85.7,8.0,50.0,190.0,98.0,348.0,82.8,21.0,122.0,51.1,178.0,41.1,143.0,25.4,48.6,68.6
Drew Millas-L,WSN,15,45,42,12,10,1,0,1,1,1,3,0,9,0,0,0,1,0,0,0.285714285,0.066666666,0.2,0.333333333,0.333333333,0.38095238,0.714285713,0.095238095,0.34375,5.449532772614817,0.1855195492647688,0.3153012553850809,102.2496936198942,1.555555555,0.258064516,0.451612903,0.29032258,0.0,0.111111111,0.071428571,1.0,0.24242424,0.48484848,0.27272727,0.15151515,0.51515152,0.33333333,25643.0,686452.0,"Millas, Drew",2024.0,65.9,13.6,26.4,44.1,52.9,15.0,34.0,51.2,129.0,85.7,5.6,33.0,155.0,57.0,252.0,86.4,11.0,81.0,48.8,123.0,45.2,114.0,22.6,45.6,71.0
Michael Toglia-L,COL,109,312,272,57,31,7,3,16,16,36,36,2,106,1,2,0,4,0,0,0.209558823,0.115384615,0.339743589,0.339622641,0.302250803,0.433823529,0.736074332,0.224264706,0.269736842,38.10866380708696,1.6115054585266246,0.316596417751127,89.65260884877,0.873239436,0.208333333,0.369047619,0.422619047,0.014084507,0.225352112,0.0,0.0,0.41666667,0.36904762,0.21428571,0.13690476,0.38095238,0.48214286,25845.0,669911.0,"Toglia, Michael",2024.0,66.7,22.5,27.3,59.7,39.9,172.0,288.0,54.9,1055.0,79.7,6.9,342.0,962.0,510.0,1920.0,77.5,130.0,577.0,45.1,865.0,44.1,847.0,34.9,45.1,60.8
Nasim Nunez-L,WSN,25,46,36,8,8,0,0,0,0,0,7,0,10,0,0,3,0,0,0,0.222222222,0.152173913,0.217391304,0.7,0.348837209,0.222222222,0.571059431,0.0,0.307692307,4.123826682193853,-1.2571646127861966,0.2762232727782671,75.94753268028398,7.5,0.15,0.75,0.1,0.0,0.0,0.266666666,0.333333333,0.31034483,0.27586207,0.4137931,0.17241379,0.82758621,0.0,25979.0,683083.0,"Nuñez, Nasim",2024.0,61.3,10.2,21.0,45.7,54.3,16.0,35.0,51.1,167.0,73.7,5.8,44.0,218.0,49.0,327.0,84.7,10.0,98.0,48.9,160.0,41.0,134.0,19.5,40.7,61.5
Adley Rutschman-L,BAL,139,456,407,89,64,12,1,12,12,46,42,2,79,1,6,0,6,0,0,0.218673218,0.092105263,0.173245614,0.531645569,0.289473684,0.341523341,0.630997025,0.122850123,0.239130434,41.32278912420587,-12.01921153907462,0.2774306193059762,81.56530713610012,0.692810457,0.224550898,0.317365269,0.458083832,0.117647058,0.078431372,0.028301886,0.0,0.42215569,0.36227545,0.21556886,0.1497006,0.54790419,0.30239521,26288.0,668939.0,"Rutschman, Adley",2024.0,60.1,12.1,28.9,27.5,72.5,103.0,375.0,50.1,1298.0,63.9,7.4,521.0,1388.0,545.0,2593.0,87.9,94.0,778.0,49.9,1295.0,43.4,1125.0,17.1,44.5,59.7
Angel Martinez-L,CLE,39,125,116,26,18,5,0,3,3,8,7,0,26,0,1,1,2,0,0,0.224137931,0.056,0.208,0.269230769,0.266129032,0.344827586,0.610956618,0.120689655,0.261363636,10.284425531359558,-4.337833422390575,0.2670626760490479,72.89133371582743,0.76744186,0.146067415,0.370786516,0.483146067,0.116279069,0.069767441,0.03030303,0.333333333,0.39130435,0.42391304,0.18478261,0.14130435,0.61956522,0.23913043,26540.0,682657.0,"Martínez, Angel",2024.0,62.0,11.8,35.9,32.8,65.6,41.0,125.0,51.4,348.0,77.8,8.0,121.0,393.0,124.0,677.0,88.2,24.0,204.0,48.6,329.0,44.0,298.0,19.8,48.6,63.9
Jonatan Clase-L,2 Tms,16,38,36,10,8,1,0,1,1,5,2,0,9,0,0,0,1,0,0,0.277777777,0.052631578,0.236842105,0.222222222,0.315789473,0.388888888,0.704678361,0.111111111,0.346153846,4.404280031129311,-0.0408866908107299,0.3088422198044626,105.29755178428988,0.916666666,0.115384615,0.423076923,0.461538461,0.0,0.083333333,0.0,0.0,0.40740741,0.40740741,0.18518519,0.11111111,0.59259259,0.2962963,26599.0,682729.0,"Clase, Jonatan",2024.0,73.4,17.0,29.5,43.9,53.7,18.0,41.0,52.1,139.0,91.7,4.5,57.0,152.0,43.0,267.0,79.8,16.0,94.0,47.9,128.0,43.4,116.0,25.2,50.6,72.7
Elly De La Cruz-L,CIN,154,479,426,117,59,29,10,19,19,56,50,2,149,2,1,0,9,0,0,0.274647887,0.104384133,0.311064718,0.335570469,0.352818371,0.523474178,0.876292549,0.248826291,0.378378378,80.12179072950218,24.089294418731672,0.3726629342423045,134.01975018715692,1.340425531,0.208633093,0.45323741,0.338129496,0.053191489,0.202127659,0.063492063,0.0,0.4352518,0.32374101,0.24100719,0.08633094,0.5,0.41366906,26668.0,682829.0,"De La Cruz, Elly",2024.0,61.7,23.2,26.9,54.2,45.3,212.0,391.0,52.7,1451.0,76.5,6.7,507.0,1458.0,609.0,2751.0,75.6,186.0,802.0,47.3,1300.0,41.2,1133.0,33.4,43.4,62.1
Patrick Bailey-L,SFG,113,351,312,78,56,13,1,8,8,43,32,0,68,0,6,1,6,0,0,0.25,0.091168091,0.193732193,0.470588235,0.314285714,0.375,0.689285714,0.125,0.289256198,38.7668962492874,-2.29240689284298,0.3020645127977643,94.94370022956277,1.01098901,0.259109311,0.372469635,0.368421052,0.043956043,0.087912087,0.04347826,0.75,0.35458167,0.39840637,0.24701195,0.11155378,0.60159363,0.28685259,27478.0,672275.0,"Bailey, Patrick",2024.0,70.0,15.6,25.1,46.3,53.2,101.0,218.0,48.8,869.0,85.8,7.5,367.0,968.0,368.0,1787.0,84.0,100.0,639.0,51.2,913.0,41.4,737.0,23.4,48.1,61.8
Drew Romo-L,COL,13,35,34,6,3,3,0,0,0,5,1,0,12,0,0,0,2,0,0,0.176470588,0.028571428,0.342857142,0.083333333,0.2,0.264705882,0.464705882,0.088235294,0.272727272,1.069031253754024,-3.025201253296013,0.2027886084147862,13.052152078338777,1.0,0.09090909,0.454545454,0.454545454,0.1,0.0,0.0,0.0,0.36363636,0.40909091,0.22727273,0.09090909,0.86363636,0.04545455,27763.0,691011.0,"Romo, Drew",2024.0,72.2,17.1,38.0,54.3,45.7,19.0,35.0,48.7,92.0,92.9,7.4,48.0,87.0,48.0,189.0,82.9,12.0,70.0,51.3,97.0,39.7,75.0,29.5,55.6,77.4
Adael Amador-L,COL,10,31,30,5,4,1,0,0,0,0,1,0,6,0,0,0,1,0,0,0.166666666,0.032258064,0.193548387,0.166666666,0.193548387,0.2,0.393548387,0.033333334,0.208333333,0.2900682802450441,-3.336251940284989,0.1764651517714223,-4.665338614230461,1.0,0.083333333,0.458333333,0.458333333,0.0,0.0,0.0,0.0,0.54166667,0.20833333,0.25,0.0,0.66666667,0.33333333,27962.0,691182.0,"Amador, Adael",2024.0,73.8,10.4,48.1,38.5,57.7,10.0,26.0,45.4,54.0,90.9,9.2,15.0,71.0,26.0,119.0,87.5,5.0,48.0,54.6,65.0,51.3,61.0,20.3,62.2,72.2
